CAE_NAME_CLEAN,WIN_NAME_CLEAN,number_of_awards,total_value_euro,authority_node,company_node
stadt dornbirn,iat gmbh,1,198748.01,AUTH::stadt dornbirn,COMP::iat gmbh
stadt dornbirn,kostmann gesmbh,1,557097.91,AUTH::stadt dornbirn,COMP::kostmann gesmbh
stadt dornbirn,kranz luft-klima-technik gmbh,1,621826.86,AUTH::stadt dornbirn,COMP::kranz luft-klima-technik gmbh
stadt dornbirn,manahl metallbau gmbh,1,182730.0,AUTH::stadt dornbirn,COMP::manahl metallbau gmbh
stadt dornbirn,markus kalb gmbh,1,81704.92,AUTH::stadt dornbirn,COMP::markus kalb gmbh
stadt dornbirn,"markus stolz, gesellschaft m.b.h. & co. kg installationen",1,543792.44,AUTH::stadt dornbirn,"COMP::markus stolz, gesellschaft m.b.h. & co. kg installationen"
stadt dornbirn,pg maler gmbh,1,63730.1,AUTH::stadt dornbirn,COMP::pg maler gmbh
stadt dornbirn,tischlerei georg grübler gmbh,1,119969.0,AUTH::stadt dornbirn,COMP::tischlerei georg grübler gmbh
stadt feldkirch,3wall gmbh,1,316575.85,AUTH::stadt feldkirch,COMP::3wall gmbh
stadt feldkirch,brunner gerüstbau gmbh,1,132649.75,AUTH::stadt feldkirch,COMP::brunner gerüstbau gmbh
stadt feldkirch,dobler baugesellschaft m.b.h.,1,3059915.67,AUTH::stadt feldkirch,COMP::dobler baugesellschaft m.b.h.
stadt feldkirch,dobler holzbau gmbh---lot holzbau gmbh & co kg,1,3320088.02,AUTH::stadt feldkirch,COMP::dobler holzbau gmbh---lot holzbau gmbh & co kg
stadt feldkirch,elektro decker gmbh,1,1626606.91,AUTH::stadt feldkirch,COMP::elektro decker gmbh
stadt feldkirch,fetz holzbau gmbh,1,476341.05,AUTH::stadt feldkirch,COMP::fetz holzbau gmbh
stadt feldkirch,glas marte gmbh,1,165692.87,AUTH::stadt feldkirch,COMP::glas marte gmbh
stadt feldkirch,hartmann fensterbau gmbh,1,1261652.71,AUTH::stadt feldkirch,COMP::hartmann fensterbau gmbh
stadt feldkirch,hella sonnen- und wetterschutztechnik gmbh,1,95143.61,AUTH::stadt feldkirch,COMP::hella sonnen- und wetterschutztechnik gmbh
stadt feldkirch,markus kalb gmbh,1,180495.43,AUTH::stadt feldkirch,COMP::markus kalb gmbh
stadt feldkirch,markus stolz gesmbh & co kg,2,2774972.83,AUTH::stadt feldkirch,COMP::markus stolz gesmbh & co kg
stadt feldkirch,mathis spenglerei gmbh,1,1051471.97,AUTH::stadt feldkirch,COMP::mathis spenglerei gmbh
stadt feldkirch,mb michael bischof gmbh,1,444136.2,AUTH::stadt feldkirch,COMP::mb michael bischof gmbh
stadt feldkirch,pfanzelt maschinenbau gmbh,1,352624.8,AUTH::stadt feldkirch,COMP::pfanzelt maschinenbau gmbh
stadt feldkirch,tischlerei telser ohg,1,960786.35,AUTH::stadt feldkirch,COMP::tischlerei telser ohg
stadt feldkirch,vigl & strolz gmbh,1,531344.58,AUTH::stadt feldkirch,COMP::vigl & strolz gmbh
stadt salzburg immobilien gmbh,mhm ziviltechniker gmbh,1,437953.4,AUTH::stadt salzburg immobilien gmbh,COMP::mhm ziviltechniker gmbh
stadt salzburg immobilien gmbh,plov architekten zt gmbh,1,3745209.2,AUTH::stadt salzburg immobilien gmbh,COMP::plov architekten zt gmbh
stadt salzburg immobilien gmbh,spirk und partner ingenieur gmbh,1,170700.0,AUTH::stadt salzburg immobilien gmbh,COMP::spirk und partner ingenieur gmbh
stadt st. pölten,"arge ""dnd landschaftsplanung zt kg + rosinak & partner zt gmbh""",1,1725605.67,AUTH::stadt st. pölten,"COMP::arge ""dnd landschaftsplanung zt kg + rosinak & partner zt gmbh"""
stadt villach,dr. richard kärnten gmbh & co kg,1,40000000.0,AUTH::stadt villach,COMP::dr. richard kärnten gmbh & co kg
stadt villach,strabag ag,1,377512.66,AUTH::stadt villach,COMP::strabag ag
stadt wels,a1 telekom austria ag,1,346704.0,AUTH::stadt wels,COMP::a1 telekom austria ag
stadt wels,resch möbelwerkstätten gesmbh.,1,214728.09,AUTH::stadt wels,COMP::resch möbelwerkstätten gesmbh.
stadt wien - ma 01 - wien digital,capture consulting und it services gmbh,1,297960.0,AUTH::stadt wien - ma 01 - wien digital,COMP::capture consulting und it services gmbh
stadt wien - ma 01 - wien digital,softwareone österreich gmbh,1,297960.0,AUTH::stadt wien - ma 01 - wien digital,COMP::softwareone österreich gmbh
stadt wien - ma 01 - wien digital,vertigis gmbh,1,297960.0,AUTH::stadt wien - ma 01 - wien digital,COMP::vertigis gmbh
stadt wien - ma 01 - wien digital und 11 weitere auftraggeber,acp techrent gmbh,1,291801584.95,AUTH::stadt wien - ma 01 - wien digital und 11 weitere auftraggeber,COMP::acp techrent gmbh
stadt wien - magistratsabteilung 01 wien digital,bm ing. martin oswald,1,3150000.0,AUTH::stadt wien - magistratsabteilung 01 wien digital,COMP::bm ing. martin oswald
stadt wien - magistratsabteilung 01 wien digital,elektrotechnische planungs gmbh,1,3150000.0,AUTH::stadt wien - magistratsabteilung 01 wien digital,COMP::elektrotechnische planungs gmbh
stadt wien - magistratsabteilung 01 wien digital,kwi engineers gmbh,1,3150000.0,AUTH::stadt wien - magistratsabteilung 01 wien digital,COMP::kwi engineers gmbh
stadt wien - magistratsabteilung 01 wien digital,lechner + partner ingenieure gmbh,1,3150000.0,AUTH::stadt wien - magistratsabteilung 01 wien digital,COMP::lechner + partner ingenieure gmbh
stadt wien - wien kanal,geoconsult wien zt gmbh---geoconsult zt gmbh,1,1529530.14,AUTH::stadt wien - wien kanal,COMP::geoconsult wien zt gmbh---geoconsult zt gmbh
stadt wien - wien kanal,vta austria gmbh,2,513000.0,AUTH::stadt wien - wien kanal,COMP::vta austria gmbh
stadt wien - wiener gesundheitsverbund,askin&co gmbh,1,393000.0,AUTH::stadt wien - wiener gesundheitsverbund,COMP::askin&co gmbh
stadt wien - wiener gesundheitsverbund,belimed gmbh,3,3128252.0,AUTH::stadt wien - wiener gesundheitsverbund,COMP::belimed gmbh
stadt wien - wiener gesundheitsverbund,canberra packard central europe gmbh,1,1803046.78,AUTH::stadt wien - wiener gesundheitsverbund,COMP::canberra packard central europe gmbh
stadt wien - wiener gesundheitsverbund,illumina netherlands b:v:,2,1339172.0,AUTH::stadt wien - wiener gesundheitsverbund,COMP::illumina netherlands b:v:
stadt wien - wiener gesundheitsverbund,intuitive surgical sàrl,1,162541030.0,AUTH::stadt wien - wiener gesundheitsverbund,COMP::intuitive surgical sàrl
stadt wien - wiener gesundheitsverbund,mmm krankenhauseinrichtungen gesmbh,2,1923995.0,AUTH::stadt wien - wiener gesundheitsverbund,COMP::mmm krankenhauseinrichtungen gesmbh
stadt wien - wiener gesundheitsverbund,sanitas gmbh---sanitas/g.stemple,1,500721.0,AUTH::stadt wien - wiener gesundheitsverbund,COMP::sanitas gmbh---sanitas/g.stemple
stadt wien - wiener gesundheitsverbund,siemens healthcare diagnostics gmbh,6,39649260.0,AUTH::stadt wien - wiener gesundheitsverbund,COMP::siemens healthcare diagnostics gmbh
stadt wien - wiener gesundheitsverbund,sysmex austria gmbh,1,832000.0,AUTH::stadt wien - wiener gesundheitsverbund,COMP::sysmex austria gmbh
stadt wien - wiener gesundheitsverbund (wigev),abbott medical austria ges.m.b.h,1,44099022.0,AUTH::stadt wien - wiener gesundheitsverbund (wigev),COMP::abbott medical austria ges.m.b.h
stadt wien - wiener gesundheitsverbund (wigev),boston scientific gmbh,1,44099022.0,AUTH::stadt wien - wiener gesundheitsverbund (wigev),COMP::boston scientific gmbh
stadt wien - wiener gesundheitsverbund (wigev),contipark international austria gmbh,1,8000000.0,AUTH::stadt wien - wiener gesundheitsverbund (wigev),COMP::contipark international austria gmbh
stadt wien - wiener gesundheitsverbund (wigev),edwards lifesciences austria gmbh,1,24829200.0,AUTH::stadt wien - wiener gesundheitsverbund (wigev),COMP::edwards lifesciences austria gmbh
stadt wien - wiener gesundheitsverbund (wigev),hafen wien gmbh,1,19093000.0,AUTH::stadt wien - wiener gesundheitsverbund (wigev),COMP::hafen wien gmbh
stadt wien - wiener gesundheitsverbund (wigev),medtronic österreich gmbh,1,44099022.0,AUTH::stadt wien - wiener gesundheitsverbund (wigev),COMP::medtronic österreich gmbh
"stadt wien - wiener gesundheitsverbund, universitätsklinikum akh wien",leica microsystems vertrieb gmbh,1,525673.76,"AUTH::stadt wien - wiener gesundheitsverbund, universitätsklinikum akh wien",COMP::leica microsystems vertrieb gmbh
stadt wien - wiener wohnen,"""berka"" elektroinstallationen gmbh",1,70391.49,AUTH::stadt wien - wiener wohnen,"COMP::""berka"" elektroinstallationen gmbh"
stadt wien - wiener wohnen,"""der kanal"" kanalsanierungs gmbh",4,8643640.85,AUTH::stadt wien - wiener wohnen,"COMP::""der kanal"" kanalsanierungs gmbh"
stadt wien - wiener wohnen,aaa 3 ampere aqua art haustechnik gmbh,3,583870739.8499999,AUTH::stadt wien - wiener wohnen,COMP::aaa 3 ampere aqua art haustechnik gmbh
stadt wien - wiener wohnen,akivbo gmbh,1,385070.0,AUTH::stadt wien - wiener wohnen,COMP::akivbo gmbh
stadt wien - wiener wohnen,alfons offner u. rudolf trowal's nfg. gmbh,1,627028.8,AUTH::stadt wien - wiener wohnen,COMP::alfons offner u. rudolf trowal's nfg. gmbh
stadt wien - wiener wohnen,apleona hsg gmbh,2,4384395.0,AUTH::stadt wien - wiener wohnen,COMP::apleona hsg gmbh
stadt wien - wiener wohnen,arch. dipl.-ing. thomas konrad,1,25453.0,AUTH::stadt wien - wiener wohnen,COMP::arch. dipl.-ing. thomas konrad
stadt wien - wiener wohnen,architekt dipl.-ing. marc lorenz,1,47280.0,AUTH::stadt wien - wiener wohnen,COMP::architekt dipl.-ing. marc lorenz
stadt wien - wiener wohnen,architekt dipl.-ing. thomas konrad,2,81137.0,AUTH::stadt wien - wiener wohnen,COMP::architekt dipl.-ing. thomas konrad
stadt wien - wiener wohnen,arge b2m baumanagement gmbh / hirm & partner zt gmbh,2,353325.8,AUTH::stadt wien - wiener wohnen,COMP::arge b2m baumanagement gmbh / hirm & partner zt gmbh
stadt wien - wiener wohnen,b2m baumanagement gmbh / hirm & partner gmbh,1,98736.6,AUTH::stadt wien - wiener wohnen,COMP::b2m baumanagement gmbh / hirm & partner gmbh
stadt wien - wiener wohnen,bau-werte baumanagement & bauarbeitenkoordination e.u.,2,230037.81,AUTH::stadt wien - wiener wohnen,COMP::bau-werte baumanagement & bauarbeitenkoordination e.u.
stadt wien - wiener wohnen,baumeister ingenieur josef hubert gesellschaft m.b.h.,1,14557240.17,AUTH::stadt wien - wiener wohnen,COMP::baumeister ingenieur josef hubert gesellschaft m.b.h.
stadt wien - wiener wohnen,baumeister schenk & partner gesmbh,4,349720.6,AUTH::stadt wien - wiener wohnen,COMP::baumeister schenk & partner gesmbh
stadt wien - wiener wohnen,beta blitzschutz- und elektronische anlagen gesellschaft m.b.h.,1,148760.29,AUTH::stadt wien - wiener wohnen,COMP::beta blitzschutz- und elektronische anlagen gesellschaft m.b.h.
stadt wien - wiener wohnen,binder-industrieanlagenbau gesmbh,3,583870739.8499999,AUTH::stadt wien - wiener wohnen,COMP::binder-industrieanlagenbau gesmbh
stadt wien - wiener wohnen,bluesave consulting gmbh,1,63972.83,AUTH::stadt wien - wiener wohnen,COMP::bluesave consulting gmbh
stadt wien - wiener wohnen,dipl.ing. wilhelm sedlak gesellschaft m.b.h.,1,8472627.12,AUTH::stadt wien - wiener wohnen,COMP::dipl.ing. wilhelm sedlak gesellschaft m.b.h.
stadt wien - wiener wohnen,dominkovic ges.m.b.h.,4,163107113.64,AUTH::stadt wien - wiener wohnen,COMP::dominkovic ges.m.b.h.
stadt wien - wiener wohnen,ebs elektro gmbh,1,17381862.58,AUTH::stadt wien - wiener wohnen,COMP::ebs elektro gmbh
stadt wien - wiener wohnen,eduard sadofsky tischlerei gmbh,2,81553556.82,AUTH::stadt wien - wiener wohnen,COMP::eduard sadofsky tischlerei gmbh
stadt wien - wiener wohnen,elektro seipelt gmbh,1,17381862.58,AUTH::stadt wien - wiener wohnen,COMP::elektro seipelt gmbh
stadt wien - wiener wohnen,erka elektroinstallationsunternehmen gesellschaft m.b.h.,2,951735.15,AUTH::stadt wien - wiener wohnen,COMP::erka elektroinstallationsunternehmen gesellschaft m.b.h.
stadt wien - wiener wohnen,f + p architekten zt gmbh,1,529150.0,AUTH::stadt wien - wiener wohnen,COMP::f + p architekten zt gmbh
stadt wien - wiener wohnen,f+p architekten zt gmbh,2,835100.0,AUTH::stadt wien - wiener wohnen,COMP::f+p architekten zt gmbh
stadt wien - wiener wohnen,felbermayer fenster und türen erzeugungs-gmbh,8,32671064.46,AUTH::stadt wien - wiener wohnen,COMP::felbermayer fenster und türen erzeugungs-gmbh
stadt wien - wiener wohnen,ferdinand weissmann isolierglaserzeugung und portalglaserei gesmbh,2,9993975.48,AUTH::stadt wien - wiener wohnen,COMP::ferdinand weissmann isolierglaserzeugung und portalglaserei gesmbh
stadt wien - wiener wohnen,fliesen schleps gmbh,5,191552636.25,AUTH::stadt wien - wiener wohnen,COMP::fliesen schleps gmbh
stadt wien - wiener wohnen,fm installationsges.m.b.h.,4,584509132.4,AUTH::stadt wien - wiener wohnen,COMP::fm installationsges.m.b.h.
stadt wien - wiener wohnen,franz rumpf ges.m.b.h.,2,81553556.82,AUTH::stadt wien - wiener wohnen,COMP::franz rumpf ges.m.b.h.
stadt wien - wiener wohnen,fritz lechner gesellschaft m.b.h.,2,31938539.84,AUTH::stadt wien - wiener wohnen,COMP::fritz lechner gesellschaft m.b.h.
stadt wien - wiener wohnen,galand gartengestaltung og,1,2435755.26,AUTH::stadt wien - wiener wohnen,COMP::galand gartengestaltung og
stadt wien - wiener wohnen,garant bau gesmbh,1,92620.94,AUTH::stadt wien - wiener wohnen,COMP::garant bau gesmbh
stadt wien - wiener wohnen,generalplanung arching 3s zt gmbh,1,150100.0,AUTH::stadt wien - wiener wohnen,COMP::generalplanung arching 3s zt gmbh
stadt wien - wiener wohnen,gerhard hohl dachdeckerei & spenglerei gesellschaft m.b.h.,2,31938539.84,AUTH::stadt wien - wiener wohnen,COMP::gerhard hohl dachdeckerei & spenglerei gesellschaft m.b.h.
stadt wien - wiener wohnen,geschwister böhm transporte ges.m.b.h.,3,6394051.779999999,AUTH::stadt wien - wiener wohnen,COMP::geschwister böhm transporte ges.m.b.h.
stadt wien - wiener wohnen,glas loley-lukas konstruktiver glasbau gmbh,1,4996987.74,AUTH::stadt wien - wiener wohnen,COMP::glas loley-lukas konstruktiver glasbau gmbh
stadt wien - wiener wohnen,glaserei kauz gmbh,1,4996987.74,AUTH::stadt wien - wiener wohnen,COMP::glaserei kauz gmbh
stadt wien - wiener wohnen,grafbau gmbh,1,3925379.38,AUTH::stadt wien - wiener wohnen,COMP::grafbau gmbh
stadt wien - wiener wohnen,h. triburuzek installationen gesmbh + co. kg,3,583870739.8499999,AUTH::stadt wien - wiener wohnen,COMP::h. triburuzek installationen gesmbh + co. kg
stadt wien - wiener wohnen,haj-tech-plan bauplanungs gmbh,1,1313301.97,AUTH::stadt wien - wiener wohnen,COMP::haj-tech-plan bauplanungs gmbh
stadt wien - wiener wohnen,hans kahler e.u.,2,31938539.84,AUTH::stadt wien - wiener wohnen,COMP::hans kahler e.u.
stadt wien - wiener wohnen,hauer & kopal ges.m.b.h.,1,1522541.26,AUTH::stadt wien - wiener wohnen,COMP::hauer & kopal ges.m.b.h.
stadt wien - wiener wohnen,heinz fisch - bau- und portalverglasungen,2,9993975.48,AUTH::stadt wien - wiener wohnen,COMP::heinz fisch - bau- und portalverglasungen
stadt wien - wiener wohnen,heißenberger gesellschaft m.b.h.,1,15748930.1,AUTH::stadt wien - wiener wohnen,COMP::heißenberger gesellschaft m.b.h.
stadt wien - wiener wohnen,helmuth schiller gmbh,3,583870739.8499999,AUTH::stadt wien - wiener wohnen,COMP::helmuth schiller gmbh
stadt wien - wiener wohnen,hochleithner ges.m.b.h.,1,194623579.95,AUTH::stadt wien - wiener wohnen,COMP::hochleithner ges.m.b.h.
stadt wien - wiener wohnen,ing. helmut opperer,1,14557240.17,AUTH::stadt wien - wiener wohnen,COMP::ing. helmut opperer
stadt wien - wiener wohnen,ing. martin oswald,1,118760.0,AUTH::stadt wien - wiener wohnen,COMP::ing. martin oswald
stadt wien - wiener wohnen,ing. wolfgang kutzelnig,1,13550.0,AUTH::stadt wien - wiener wohnen,COMP::ing. wolfgang kutzelnig
stadt wien - wiener wohnen,"ingeborg hoidn, dachdecker- und warenhandelsgesellschaft m.b.h.",1,15969269.92,AUTH::stadt wien - wiener wohnen,"COMP::ingeborg hoidn, dachdecker- und warenhandelsgesellschaft m.b.h."
stadt wien - wiener wohnen,ingob.zt gmbh,3,558444.0,AUTH::stadt wien - wiener wohnen,COMP::ingob.zt gmbh
stadt wien - wiener wohnen,j. stettner ges.m.b.h.,1,194623579.95,AUTH::stadt wien - wiener wohnen,COMP::j. stettner ges.m.b.h.
stadt wien - wiener wohnen,johann hums ges.m.b.h,1,912835.87,AUTH::stadt wien - wiener wohnen,COMP::johann hums ges.m.b.h
stadt wien - wiener wohnen,johann mödlagl gmbh,3,114931581.75,AUTH::stadt wien - wiener wohnen,COMP::johann mödlagl gmbh
stadt wien - wiener wohnen,johann sverak gesellschaft m.b.h.,2,389247159.9,AUTH::stadt wien - wiener wohnen,COMP::johann sverak gesellschaft m.b.h.
stadt wien - wiener wohnen,juda gmbh,3,583870739.8499999,AUTH::stadt wien - wiener wohnen,COMP::juda gmbh
stadt wien - wiener wohnen,kalczyk & kreihansel ziviltechnikergesellschaft für bauwesen gmbh,4,554317.96,AUTH::stadt wien - wiener wohnen,COMP::kalczyk & kreihansel ziviltechnikergesellschaft für bauwesen gmbh
stadt wien - wiener wohnen,karl mach gesellschaft m.b.h.,1,3161544.39,AUTH::stadt wien - wiener wohnen,COMP::karl mach gesellschaft m.b.h.
stadt wien - wiener wohnen,karl sonderhof gesellschaft m.b.h. & co. kg.,2,389247159.9,AUTH::stadt wien - wiener wohnen,COMP::karl sonderhof gesellschaft m.b.h. & co. kg.
stadt wien - wiener wohnen,keider elektro gmbh,1,499791.17,AUTH::stadt wien - wiener wohnen,COMP::keider elektro gmbh
stadt wien - wiener wohnen,kerabela fliesenverlegungsgesellschaft m.b.h.,4,153242109.0,AUTH::stadt wien - wiener wohnen,COMP::kerabela fliesenverlegungsgesellschaft m.b.h.
stadt wien - wiener wohnen,klimatherm zentralheizungs- und klimaanlagen - ledl gesellschaft m.b.h.,1,194623579.95,AUTH::stadt wien - wiener wohnen,COMP::klimatherm zentralheizungs- und klimaanlagen - ledl gesellschaft m.b.h.
stadt wien - wiener wohnen,kopp baugesellschaft m.b.h.,2,29114480.34,AUTH::stadt wien - wiener wohnen,COMP::kopp baugesellschaft m.b.h.
stadt wien - wiener wohnen,kpp consulting gmbh,4,176615.0,AUTH::stadt wien - wiener wohnen,COMP::kpp consulting gmbh
stadt wien - wiener wohnen,kurt waschka gmbh,3,583870739.8499999,AUTH::stadt wien - wiener wohnen,COMP::kurt waschka gmbh
stadt wien - wiener wohnen,m.gulyas - h.heigl dachdeckerei & bauspenglerei gmbh,2,31938539.84,AUTH::stadt wien - wiener wohnen,COMP::m.gulyas - h.heigl dachdeckerei & bauspenglerei gmbh
stadt wien - wiener wohnen,maler schmied gmbh.,7,27284647.990000002,AUTH::stadt wien - wiener wohnen,COMP::maler schmied gmbh.
stadt wien - wiener wohnen,malerbetrieb hausner & hausner gmbh,2,13466226.22,AUTH::stadt wien - wiener wohnen,COMP::malerbetrieb hausner & hausner gmbh
stadt wien - wiener wohnen,mdf montage - tischlerei gmbh,2,81553556.82,AUTH::stadt wien - wiener wohnen,COMP::mdf montage - tischlerei gmbh
stadt wien - wiener wohnen,mesut bütün,1,194623579.95,AUTH::stadt wien - wiener wohnen,COMP::mesut bütün
stadt wien - wiener wohnen,mg management group kg,2,194882668.56,AUTH::stadt wien - wiener wohnen,COMP::mg management group kg
stadt wien - wiener wohnen,mtg mitrovic gmbh,5,191552636.25,AUTH::stadt wien - wiener wohnen,COMP::mtg mitrovic gmbh
stadt wien - wiener wohnen,müller & miksch gesellschaft m.b.h.,3,35143848.19,AUTH::stadt wien - wiener wohnen,COMP::müller & miksch gesellschaft m.b.h.
stadt wien - wiener wohnen,nsa bewachungs-detektei gmbh,2,972089.92,AUTH::stadt wien - wiener wohnen,COMP::nsa bewachungs-detektei gmbh
stadt wien - wiener wohnen,otto stöckl elektroinstallationen gmbh,1,890703.46,AUTH::stadt wien - wiener wohnen,COMP::otto stöckl elektroinstallationen gmbh
stadt wien - wiener wohnen,pcd zt-gmbh,1,45598.0,AUTH::stadt wien - wiener wohnen,COMP::pcd zt-gmbh
stadt wien - wiener wohnen,praher und mathä malereibetriebsgesellschaft mbh.,1,296208.01,AUTH::stadt wien - wiener wohnen,COMP::praher und mathä malereibetriebsgesellschaft mbh.
stadt wien - wiener wohnen,radits installations-gmbh,3,583870739.8499999,AUTH::stadt wien - wiener wohnen,COMP::radits installations-gmbh
stadt wien - wiener wohnen,rafetseder tischlerei gmbh & co kg,2,14542800.08,AUTH::stadt wien - wiener wohnen,COMP::rafetseder tischlerei gmbh & co kg
stadt wien - wiener wohnen,renner innenausbau gmbh,5,201417640.89,AUTH::stadt wien - wiener wohnen,COMP::renner innenausbau gmbh
stadt wien - wiener wohnen,richard marischka gesellschaft m.b.h.,3,583870739.8499999,AUTH::stadt wien - wiener wohnen,COMP::richard marischka gesellschaft m.b.h.
stadt wien - wiener wohnen,robert leitner elektrotechnik gmbh,2,34763725.16,AUTH::stadt wien - wiener wohnen,COMP::robert leitner elektrotechnik gmbh
stadt wien - wiener wohnen,rohrmax rohrreinigungs- und kanalsanierungsgesellschaft m.b.h.,2,7938869.6,AUTH::stadt wien - wiener wohnen,COMP::rohrmax rohrreinigungs- und kanalsanierungsgesellschaft m.b.h.
stadt wien - wiener wohnen,rohrtec gebäudetechnik gmbh,5,584632522.89,AUTH::stadt wien - wiener wohnen,COMP::rohrtec gebäudetechnik gmbh
stadt wien - wiener wohnen,rudolf jeschko gmbh,1,15969269.92,AUTH::stadt wien - wiener wohnen,COMP::rudolf jeschko gmbh
stadt wien - wiener wohnen,rudolf klaghofer gesellschaft m.b.h.,1,2435755.26,AUTH::stadt wien - wiener wohnen,COMP::rudolf klaghofer gesellschaft m.b.h.
stadt wien - wiener wohnen,rustler baumanagement gmbh,1,50745.0,AUTH::stadt wien - wiener wohnen,COMP::rustler baumanagement gmbh
stadt wien - wiener wohnen,schindler aufzüge und fahrtreppen gmbh,1,1850818.4,AUTH::stadt wien - wiener wohnen,COMP::schindler aufzüge und fahrtreppen gmbh
stadt wien - wiener wohnen,schmid elektroanlagen gmbh,1,17381862.58,AUTH::stadt wien - wiener wohnen,COMP::schmid elektroanlagen gmbh
stadt wien - wiener wohnen,sen architekten zt og,2,57672.0,AUTH::stadt wien - wiener wohnen,COMP::sen architekten zt og
stadt wien - wiener wohnen,spenglerei tax gmbh,2,31938539.84,AUTH::stadt wien - wiener wohnen,COMP::spenglerei tax gmbh
stadt wien - wiener wohnen,spirk + partner ingenieur gmbh,4,313054.02,AUTH::stadt wien - wiener wohnen,COMP::spirk + partner ingenieur gmbh
stadt wien - wiener wohnen,susen & löffler ges.m.b.h.,1,194623579.95,AUTH::stadt wien - wiener wohnen,COMP::susen & löffler ges.m.b.h.
stadt wien - wiener wohnen,tischlerei ecker gmbh,1,40776778.41,AUTH::stadt wien - wiener wohnen,COMP::tischlerei ecker gmbh
stadt wien - wiener wohnen,tischlerei rafetseder gmbh & co.kg,3,122330335.22999999,AUTH::stadt wien - wiener wohnen,COMP::tischlerei rafetseder gmbh & co.kg
stadt wien - wiener wohnen,topinstallateur gmbh,1,194623579.95,AUTH::stadt wien - wiener wohnen,COMP::topinstallateur gmbh
stadt wien - wiener wohnen,torcida gmbh,3,114931581.75,AUTH::stadt wien - wiener wohnen,COMP::torcida gmbh
stadt wien - wiener wohnen,trisko blitzschutzbau gmbh,1,86770.68,AUTH::stadt wien - wiener wohnen,COMP::trisko blitzschutzbau gmbh
stadt wien - wiener wohnen,"tvg, technische vertriebs-gesellschaft m.b.h.",4,10623278.0,AUTH::stadt wien - wiener wohnen,"COMP::tvg, technische vertriebs-gesellschaft m.b.h."
stadt wien - wiener wohnen,tüv austria service gmbh,1,656415.0,AUTH::stadt wien - wiener wohnen,COMP::tüv austria service gmbh
stadt wien - wiener wohnen,tüv austria services gmbh,1,1220988.25,AUTH::stadt wien - wiener wohnen,COMP::tüv austria services gmbh
stadt wien - wiener wohnen,walter spacek & sohn gmbh,2,81553556.82,AUTH::stadt wien - wiener wohnen,COMP::walter spacek & sohn gmbh
stadt wien - wiener wohnen,walter tatzer gmbh,1,17381862.58,AUTH::stadt wien - wiener wohnen,COMP::walter tatzer gmbh
stadt wien - wiener wohnen,"wilhelm beetz, bauunternehmung, gesellschaft m.b.h.",1,194623579.95,AUTH::stadt wien - wiener wohnen,"COMP::wilhelm beetz, bauunternehmung, gesellschaft m.b.h."
stadt wien - wiener wohnen,zingl bau g.m.b.h.,2,5970078.85,AUTH::stadt wien - wiener wohnen,COMP::zingl bau g.m.b.h.
stadt wien - wiener wohnen,zinsmeister logistik gmbh (vormals utl gesmbh),1,1522541.26,AUTH::stadt wien - wiener wohnen,COMP::zinsmeister logistik gmbh (vormals utl gesmbh)
stadt wien - wiener wohnen,zirngast fenster-türen gesellschaft m.b.h.,7,178699630.72,AUTH::stadt wien - wiener wohnen,COMP::zirngast fenster-türen gesellschaft m.b.h.
stadt wien - wiener wohnen,öwd österreichischer wachdienst security gmbh & co kg,1,211157.7,AUTH::stadt wien - wiener wohnen,COMP::öwd österreichischer wachdienst security gmbh & co kg
stadt wien - wiener wohnen,“erge“ installationen gesellschaft m.b.h.,3,583870739.8499999,AUTH::stadt wien - wiener wohnen,COMP::“erge“ installationen gesellschaft m.b.h.
stadt wien - wiener wohnen,"“sip“-gas-, wasser- und heizungsinstallation gesmbh",3,583870739.8499999,AUTH::stadt wien - wiener wohnen,"COMP::“sip“-gas-, wasser- und heizungsinstallation gesmbh"
stadt wien - wiener wohnen,„ezor“ baugesellschaft m.b.h.,3,114931581.75,AUTH::stadt wien - wiener wohnen,COMP::„ezor“ baugesellschaft m.b.h.
stadt wien - wiener wohnen vertreten durch die wip wiener infrastruktur projekt gmbh,swietelsky ag,1,11969093.22,AUTH::stadt wien - wiener wohnen vertreten durch die wip wiener infrastruktur projekt gmbh,COMP::swietelsky ag
stadt wien verteten durch die wip wiener infrastruktur projekt gmbh,porr bau gmbh,1,2441627.29,AUTH::stadt wien verteten durch die wip wiener infrastruktur projekt gmbh,COMP::porr bau gmbh
"stadt wien, unternehmung wiener gesundheitsverbund",dr. rupert hasenzagl,1,1584000.0,"AUTH::stadt wien, unternehmung wiener gesundheitsverbund",COMP::dr. rupert hasenzagl
"stadt wien, unternehmung wiener gesundheitsverbund – generaldirektion – serviceeinheit einkauf",carl zeiss gmbh,1,853119.92,"AUTH::stadt wien, unternehmung wiener gesundheitsverbund – generaldirektion – serviceeinheit einkauf",COMP::carl zeiss gmbh
"stadt wien, unternehmung wiener gesundheitsverbund – generaldirektion – serviceeinheit einkauf",ge healthcare austria gmbh & co og,1,3429500.0,"AUTH::stadt wien, unternehmung wiener gesundheitsverbund – generaldirektion – serviceeinheit einkauf",COMP::ge healthcare austria gmbh & co og
"stadt wien, unternehmung wiener gesundheitsverbund – generaldirektion – serviceeinheit einkauf",markas gmbh,1,160984.18,"AUTH::stadt wien, unternehmung wiener gesundheitsverbund – generaldirektion – serviceeinheit einkauf",COMP::markas gmbh
