CAE_NAME_CLEAN,WIN_NAME_CLEAN,number_of_awards,total_value_euro,authority_node,company_node
austrian power grid ag,learnconsult web & software gmbh,1,0.0,AUTH::austrian power grid ag,COMP::learnconsult web & software gmbh
austrian power grid ag,levaro egen,2,0.0,AUTH::austrian power grid ag,COMP::levaro egen
austrian power grid ag,maschinenring österreich reg. gen.m.b.h.,1,0.0,AUTH::austrian power grid ag,COMP::maschinenring österreich reg. gen.m.b.h.
austrian power grid ag,metz & partner baumanagement zt gmbh,1,4649512.0,AUTH::austrian power grid ag,COMP::metz & partner baumanagement zt gmbh
austrian power grid ag,rosenbauer brandschutz gmbh,3,3842825.64,AUTH::austrian power grid ag,COMP::rosenbauer brandschutz gmbh
austrian power grid ag,scc edv beratung ag,1,0.0,AUTH::austrian power grid ag,COMP::scc edv beratung ag
austrian power grid ag,schimetta consult ziviltechniker gmbh,1,6500000.0,AUTH::austrian power grid ag,COMP::schimetta consult ziviltechniker gmbh
austrian power grid ag,"siemens energy austria gmbh, transformers weiz",1,0.0,AUTH::austrian power grid ag,"COMP::siemens energy austria gmbh, transformers weiz"
austrian power grid ag,skava consulting zt-gmbh,1,0.0,AUTH::austrian power grid ag,COMP::skava consulting zt-gmbh
austrian power grid ag,swietelsky energie gmbh,1,1594408.86,AUTH::austrian power grid ag,COMP::swietelsky energie gmbh
austrian power grid ag,vescon energy gmbh,1,1345355.0,AUTH::austrian power grid ag,COMP::vescon energy gmbh
austrian power grid ag,wisag sicherheit & service gmbh & co.kg,3,19500000.0,AUTH::austrian power grid ag,COMP::wisag sicherheit & service gmbh & co.kg
austriatech - gesellschaft des bundes für technologiepolitische maßnahmen gmbh,albrechtconsult gmbh,1,1.0,AUTH::austriatech - gesellschaft des bundes für technologiepolitische maßnahmen gmbh,COMP::albrechtconsult gmbh
austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,empic gmbh,1,478000.0,AUTH::austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,COMP::empic gmbh
austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,frequentis ag,1,4685201.48,AUTH::austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,COMP::frequentis ag
austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,ibl software engineering slovakia spol. s.r.o,1,1273064.64,AUTH::austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,COMP::ibl software engineering slovakia spol. s.r.o
austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,joyn-it informationstechnologie gmbh,1,690000.0,AUTH::austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,COMP::joyn-it informationstechnologie gmbh
austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,saab inc.,1,485000.0,AUTH::austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,COMP::saab inc.
austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,the republic group handelsvertretung gmbh,1,404520.0,AUTH::austro control österreichische gesellschaft für zivilluftfahrt mit beschränkter haftung,COMP::the republic group handelsvertretung gmbh
autobahnen und schnellstrassen finanzierungs ag,automationx gmbh,1,3500000.0,AUTH::autobahnen und schnellstrassen finanzierungs ag,COMP::automationx gmbh
autobahnen und schnellstrassen finanzierungs ag,bietergemeinschaft bestehend aus: llp engineering gmbh ingenieurbüro für elektrotechnik ;elcon gmbh elektrotechnik;ib-sattinger büro,1,2463766.11,AUTH::autobahnen und schnellstrassen finanzierungs ag,COMP::bietergemeinschaft bestehend aus: llp engineering gmbh ingenieurbüro für elektrotechnik ;elcon gmbh elektrotechnik;ib-sattinger büro
autobahnen und schnellstrassen finanzierungs ag,"deighton, ingenieurbüro für verkehrswesen und infrastrukturplanung gmbh",1,716813.16,AUTH::autobahnen und schnellstrassen finanzierungs ag,"COMP::deighton, ingenieurbüro für verkehrswesen und infrastrukturplanung gmbh"
autobahnen und schnellstrassen finanzierungs ag,forster verkehrs- und werbetechnik gmbh,1,14000000.0,AUTH::autobahnen und schnellstrassen finanzierungs ag,COMP::forster verkehrs- und werbetechnik gmbh
autobahnen und schnellstrassen finanzierungs ag,lechner & partner zt gmbh,1,2463766.11,AUTH::autobahnen und schnellstrassen finanzierungs ag,COMP::lechner & partner zt gmbh
autobahnen und schnellstrassen finanzierungs ag,marketmind gmbh,1,949373.0,AUTH::autobahnen und schnellstrassen finanzierungs ag,COMP::marketmind gmbh
autobahnen und schnellstrassen finanzierungs ag,pke electronics gmbh,1,3265341.84,AUTH::autobahnen und schnellstrassen finanzierungs ag,COMP::pke electronics gmbh
autobahnen und schnellstrassen finanzierungs ag,psi mines&roads gmbh,1,1009711.8,AUTH::autobahnen und schnellstrassen finanzierungs ag,COMP::psi mines&roads gmbh
autobahnen und schnellstrassen finanzierungs ag,rmdata gmbh / redata gmbh,1,836468.48,AUTH::autobahnen und schnellstrassen finanzierungs ag,COMP::rmdata gmbh / redata gmbh
autobahnen und schnellstrassen finanzierungs aktiengesellschaft,anton bösch transportgesellschaft m.b.h.,1,5393150.0,AUTH::autobahnen und schnellstrassen finanzierungs aktiengesellschaft,COMP::anton bösch transportgesellschaft m.b.h.
autobahnen und schnellstrassen finanzierungs aktiengesellschaft,auer gmbh,1,5393150.0,AUTH::autobahnen und schnellstrassen finanzierungs aktiengesellschaft,COMP::auer gmbh
autobahnen und schnellstrassen finanzierungs aktiengesellschaft,"auer gmbh transporte, erdbau, kfz-meisterbetrieb",1,5393150.0,AUTH::autobahnen und schnellstrassen finanzierungs aktiengesellschaft,"COMP::auer gmbh transporte, erdbau, kfz-meisterbetrieb"
autobahnen und schnellstrassen finanzierungs aktiengesellschaft,"bernd bechter e.u., transporte erdbau kehrdienst",1,5393150.0,AUTH::autobahnen und schnellstrassen finanzierungs aktiengesellschaft,"COMP::bernd bechter e.u., transporte erdbau kehrdienst"
autobahnen und schnellstrassen finanzierungs aktiengesellschaft,emil rohner gmbh & co kg,1,5393150.0,AUTH::autobahnen und schnellstrassen finanzierungs aktiengesellschaft,COMP::emil rohner gmbh & co kg
autobahnen und schnellstrassen finanzierungs aktiengesellschaft,fiegl tiefbau gmbh & cokg,1,5393150.0,AUTH::autobahnen und schnellstrassen finanzierungs aktiengesellschaft,COMP::fiegl tiefbau gmbh & cokg
autobahnen und schnellstrassen finanzierungs aktiengesellschaft,gebr. haider bauunternehmung gmbh,1,6776190.0,AUTH::autobahnen und schnellstrassen finanzierungs aktiengesellschaft,COMP::gebr. haider bauunternehmung gmbh
autobahnen und schnellstrassen finanzierungs aktiengesellschaft,mayer transporte gmbh,1,5393150.0,AUTH::autobahnen und schnellstrassen finanzierungs aktiengesellschaft,COMP::mayer transporte gmbh
autobahnen und schnellstrassen finanzierungs aktiengesellschaft,schneeconcorde sommer und winterdienstleistungs gmbh,12,81314280.0,AUTH::autobahnen und schnellstrassen finanzierungs aktiengesellschaft,COMP::schneeconcorde sommer und winterdienstleistungs gmbh
autobahnen und schnellstrassen finanzierungs aktiengesellschaft,stöger robert gmbh,1,6776190.0,AUTH::autobahnen und schnellstrassen finanzierungs aktiengesellschaft,COMP::stöger robert gmbh
autobahnen- und schnellstrassen-finanzierungs-aktiengesellschaft,generali versicherung ag,1,213158.46,AUTH::autobahnen- und schnellstrassen-finanzierungs-aktiengesellschaft,COMP::generali versicherung ag
autobahnen- und schnellstraßen-finanzierungs-aktiengesellschaft,3g gruppe geotechnik zt gmbh,1,16996990.0,AUTH::autobahnen- und schnellstraßen-finanzierungs-aktiengesellschaft,COMP::3g gruppe geotechnik zt gmbh
autobahnen- und schnellstraßen-finanzierungs-aktiengesellschaft,3g gruppe teotechnik graz zt gmbh---arge s6 3g gruppe teotechnik graz zt gmbh - tecton consult baumanagement zt gmbh---tecton consult baumanagement zt gmbh,1,1598008.0,AUTH::autobahnen- und schnellstraßen-finanzierungs-aktiengesellschaft,COMP::3g gruppe teotechnik graz zt gmbh---arge s6 3g gruppe teotechnik graz zt gmbh - tecton consult baumanagement zt gmbh---tecton consult baumanagement zt gmbh
autobahnen- und schnellstraßen-finanzierungs-aktiengesellschaft,angst vermessung zt gmbh,1,372586.88,AUTH::autobahnen- und schnellstraßen-finanzierungs-aktiengesellschaft,COMP::angst vermessung zt gmbh
autobahnen- und schnellstraßen-finanzierungs-aktiengesellschaft,arealconsult ziviltechnikerges.m.b.h.,1,342320.0,AUTH::autobahnen- und schnellstraßen-finanzierungs-aktiengesellschaft,COMP::arealconsult ziviltechnikerges.m.b.h.
autobahnen- und schnellstraßen-finanzierungs-aktiengesellschaft,"arge a02, öhlinger - davitech - in pinggau - allhau p.a. ingenieure öhlinger + partner zt gmbh---ingenieure öhlinger + partner zt gmbh---davitech gmbh, ingenieurbüro für kulturtechnik und wasserwirtschaft",1,620489.0,AUTH::autobahnen- und schnellstraßen-finanzierungs-aktiengesellschaft,"COMP::arge a02, öhlinger - davitech - in pinggau - allhau p.a. ingenieure öhlinger + partner zt gmbh---ingenieure öhlinger + partner zt gmbh---davitech gmbh, ingenieurbüro für kulturtechnik und wasserwirtschaft"
